Name,Categories,ReviewsNum,Rating,Zip,Latitude,Longitude,Address
Santa Barbara Harbor & Seafood Festival,"Seafood, Festivals",21,4.5,93109,34.40351936,-119.6938348,"141-153 Harbor Way Santa Barbara, CA 93109"
Mi Gusto Es Restaurant,Mexican,21,4,93458,34.95281,-120.44216,"508 W Main St Santa Maria, CA 93458"
Domino's Pizza,"Pizza, Chicken Wings, Sandwiches",20,2.5,93013,34.3962933,-119.5131082,"1039 Casitas Pass Rd Carpinteria, CA 93013"
4 Eggs & Pizza,"Pizza, Breakfast & Brunch, Vietnamese",20,4.5,93101,34.42362,-119.70549,"1221 State St Ste 10 Santa Barbara, CA 93101"
Flir Cafe,"Breakfast & Brunch, Sandwiches, Wraps",20,4.5,93117,34.4296513,-119.8656721,"6769 Hollister Ave Bldg 6775 Goleta, CA 93117"
Taqueria La Mision,Mexican,20,5,93436,34.69130898,-120.4366642,"1410 Burton Mesa Blvd Lompoc, CA 93436"
Don Nacho's Cafe,Tacos,20,5,93463,34.594519,-120.138407,"446 Alisal Rd Ste 5 Solvang, CA 93463"
Goleta Bakery,"Bakeries, Breakfast & Brunch, Mexican",19,4,93117,34.43606,-119.82608,"5784 Hollister Ave Goleta, CA 93117"
Wingman Rodeo,"Chicken Wings, Sandwiches",19,4,93117,34.43617,-119.828912,"5892 Hollister Ave Goleta, CA 93117"
Johnny's Bar & Grill,"Burgers, American (Traditional), Pubs",19,4,93436,34.63932,-120.46148,"321 W Ocean Ave Lompoc, CA 93436"
Burger King,"Burgers, Fast Food",19,2,93436,34.65694,-120.457977,"1153 N H St Lompoc, CA 93436"
CHOMP on the Rocks,"Burgers, American (Traditional)",19,4,93109,34.403966,-119.693779,"113 Harbor Way Ste 180 Santa Barbara, CA 93109"
Panda Express,"Chinese, Fast Food",18,3,93106,34.41156634,-119.8478269,"University Ctr Bldg 558 Santa Barbara, CA 93106"
101 Grill,American (Traditional),18,4,93455,34.920508,-120.421542,"2214 S Bradley Rd Santa Maria, CA 93455"
El Paraiso,"Food Trucks, Mexican",18,4.5,93436,34.64450836,-120.4628677,"Lompoc, CA 93436"
Teru Japanese Cuisine,"Sushi Bars, Japanese",18,4.5,93101,34.42440637,-119.7060601,"1305 State St Santa Barbara, CA 93101"
Eye on I,"American (New), Pizza",17,4,93436,34.64028346,-120.4593418,"131 N I St Lompoc, CA 93436"
Eddie's Grill,"Burgers, American (Traditional), Wraps",17,4.5,93427,34.61016646,-120.1875688,"234 E Hwy 246 Ste 107 Buellton, CA 93427"
Sunset Grille,"Breakfast & Brunch, American (Traditional), Sandwiches",17,3,93013,34.40263854,-119.5255477,"4558 Carpinteria Ave Fl 3 Carpinteria, CA 93013"
Lighthouse Coffee,Cafes,17,4.5,93101,34.417675,-119.699873,"711 Chapala St Santa Barbara, CA 93101"
The Shift Food Truck,"Food Trucks, Burgers",17,4.5,93455,34.865335,-120.445725,"205 E Clark Ave Orcutt, CA 93455"
Lucca Truck,"Food Trucks, Pizza",16,5,93111,34.4383812,-119.8012085,"Santa Barbara, CA 93111"
Sage Restaurant and Bar,"American (New), Bars, Salad",16,4,93436,34.71195,-120.45656,"4300 Clubhouse Rd Lompoc, CA 93436"
Semplice Italian Eatery,"Italian, Pizza",16,3,93454,34.95276575,-120.434505,"307 Town Ctr E Santa Maria, CA 93454"
Courtyard Cafe,"Chinese, Cafes",15,3.5,93118,34.41489279,-119.8405461,"Ucsb Campus Goleta, CA 93118"
Big Truck Foods,"Food Trucks, Burgers, Sandwiches",15,4.5,93436,34.64638138,-120.4619675,"Lompoc, CA 93436"
Papa Murphy's,Pizza,14,4,93454,34.91776,-120.4357851,"2316 South Broadway Santa Maria, CA 93454"
Agave Grill,"Mexican, American (Traditional)",14,4.5,93454,34.932119,-120.436595,"1555 S Broadway Santa Maria, CA 93454"
Su’s Bowl,"Asian Fusion, Szechuan",14,4,93117,34.41291,-119.857334,"901 Embarcadero Del Mar Unit 100 Isla Vista, CA 93117"
Tacos Y Mariscos El Culichi,"Food Trucks, Tacos",13,4,93436,34.644201,-120.466855,"801 W. Laurel Ave Lompoc, CA 93436"
V S Z Asian Market,International Grocery,13,3.5,93454,34.955638,-120.435237,"105 E Mill St Ste A Santa Maria, CA 93454"
Jersey Mike's Subs,"Fast Food, Delis, Sandwiches",13,2.5,93013,34.395762,-119.511694,"1054 Casitas Pass Rd Carpinteria, CA 93013"
Dang Burger,"Burgers, Pop-Up Restaurants, Vegetarian",12,4.5,93013,34.3981761,-119.5188071,"910 Linden Ave Carpinteria, CA 93013"
The Buzz Hive,"Seafood, Sports Bars",12,4.5,93105,34.43934579,-119.7455127,"3761 State St Whole Foods Market Santa Barbara, CA 93105"
Subway,Sandwiches,12,2.5,93427,34.60943445,-120.185813,"270 E Hwy 246 Unit 103 Buellton, CA 93427"
Little Caesars Pizza,Pizza,11,4.5,93013,34.395456,-119.511501,"1048 Casitas Pass Rd Carpinteria, CA 93013"
MJ Cafe,"Coffee & Tea, Breakfast & Brunch, Pizza",11,5,93117,34.425802,-119.87117,"6985 Santa Felicia Dr Goleta, CA 93117"
Combo Express,Chinese,11,3,93454,34.951983,-120.4339948,"151 Town Ctr E Santa Maria, CA 93454"
Sassafrass,"Breakfast & Brunch, American (Traditional)",10,4.5,93436,34.64061297,-120.4757027,"129 North V St Lompoc, CA 93436"
Disfruta,"Food Trucks, Mexican",10,4.5,93117,34.43544,-119.82586,"5777 Hollister Ave Goleta, CA 93117"
Coast Range,"Steakhouses, Bars, Seafood",10,4,93463,34.59631,-120.14037,"1635 Mission Dr Solvang, CA 93463"
Super Carniceria La Chiquita,"Grocery, Meat Shops",10,3,93436,34.64415359,-120.4677963,"813 W Laurel Ave Lompoc, CA 93436"
Rusty’s Pizza Parlor,"Pizza, Sandwiches, Chicken Wings",9,4,93108,34.421416,-119.599745,"2315 Lillie Ave Summerland, CA 93108"
A Slice of Woodstock's,"Pizza, Gluten-Free",9,4,93106,34.411663,-119.847796,"UCSB University Center Santa Barbara, CA 93106"
Bakery,"Bakeries, Donuts",9,4.5,93436,34.63933,-120.4627,"419 W Ocean Ave Lompoc, CA 93436"
Super Grill Truck,Food Trucks,9,4.5,93436,34.66282,-120.457786,"North H St Lompoc, CA 93436"
Taqueria La Roca,Mexican,9,4,93436,34.64455,-120.4582,"419 North H St Lompoc, CA 93436"
Knife & Barrel,"Wine Tasting Room, Pizza",8,5,93441,34.665362,-120.1139757,"2446 Alamo Pintado Ave Ste B Los Olivos, CA 93441"
Thai Kitchen,Thai,8,3.5,93110,34.440182,-119.766968,"4317 State St Ste D Santa Barbara, CA 93110"
HaRu Sushi,"Japanese, Sushi Bars, Seafood",8,3.5,93458,34.93271108,-120.4376013,"1551 Stowell Center Plz Santa Maria, CA 93458"
Tap and Cork,"Sports Bars, Pool Halls, Sandwiches",8,4.5,93436,34.70074611,-120.4689086,"3734 Constellation Rd Ste E Lompoc, CA 93436"
Central Coast Coffee Company,"Coffee & Tea, Juice Bars & Smoothies, Sandwiches",8,4,93454,34.952363,-120.411144,"116 S Palisade Dr Ste 114 Marian Hancock Medical Building Santa Maria, CA 93454"
Carniceria El Matador,"Butcher, Mexican",7,5,93458,34.9533404,-120.4441049,"101 N Depot St Ste B Santa Maria, CA 93458"
Get Hooked Seafood,Seafood Markets,7,5,93101,34.4208305,-119.6981901,"Santa Barbara, CA 93101"
Panda Stick,Chinese,6,3.5,93434,34.97017,-120.57361,"887 Guadalupe St Guadalupe, CA 93434"
Santa Barbara Food Connection,"Mexican, Food Trucks",6,5,93117,34.4354208,-119.8203772,"5599 Hollister Ave Goleta, CA 93117"
Tacos Sinaloa Auténtica Comida Mexicana,Mexican,6,4.5,93458,34.94692,-120.43639,"605 S Broadway Santa Maria, CA 93458"
Sassafrass Truck,"Food Trucks, Comfort Food",5,5,93436,34.640589,-120.475713,"129 North V St Lompoc, CA 93436"
Jay C's Place,"Pan Asian, Chicken Wings, Szechuan",5,4.5,93117,34.411732,-119.856803,"966 Embarcadero Del Mar Unit C Isla Vista, CA 93117"
Smash & Grill Burger,"Hot Dogs, American (Traditional), Burgers",5,3,93460,34.60864388,-120.0863219,"3400 CA-246 Santa Ynez, CA 93460"
Bamboo Kitchen,"Japanese, Asian Fusion, Chinese",4,2.5,93460,34.60904017,-120.0864469,"3400 E Hwy 246 Santa Ynez, CA 93460"
Toro Loco,"Mexican, Coffee & Tea, Juice Bars & Smoothies",4,2.5,93436,34.63869943,-120.4563472,"200 E Ocean Ave Lompoc, CA 93436"
Alisal Ranch Grill,"American (Traditional), Breakfast & Brunch, Beer, Wine & Spirits",4,5,93463,34.5731509,-120.1467011,"963 Alisal Rd Solvang, CA 93463"
Firefly Pizza Company,"Pizza, Caterers",3,5,93101,34.42126075,-119.7028316,"Santa Barbara, CA 93101"
Clean Eats,"Juice Bars & Smoothies, Breakfast & Brunch, Coffee & Tea",3,3.5,93454,34.94716117,-120.4335362,"600 S McClelland St Santa Maria, CA 93454"
Mi Pueblito Market,Mexican,3,4.5,93427,34.6146109,-120.193401,"383 Avenue Of The Fl ags Buellton, CA 93427"
"Las Uvas: Wine, Snack, Chill","Beer, Wine & Spirits, Desserts, Ice Cream & Frozen Yogurt",3,5,93117,34.43297804,-119.8621048,"93 Castilian Dr Ste B Goleta, CA 93117"
Here To Go,"Pizza, Delis",2,3,93427,34.614168,-120.199902,"181 Industrial Way Industrial EATS Buellton, CA 93427"
Ray’s Table Pizza,Pizza,2,5,93436,34.661179,-120.465791,"721 West Central Ave Lompoc, CA 93436"
Goodland Dining,"Breakfast & Brunch, American (Traditional), Mexican",2,5,93117,34.43541248,-119.8279703,"231 Magnolia Ave Goleta, CA 93117"
Campfire Café,"American (Traditional), Barbeque, Beer Bar",2,5,93427,34.60922,-120.19236,"180 Avenue Of The Buellton, CA 93427"
UCen Soup Guy,Soup,2,5,93106,34.4115791,-119.8441315,"University Center - Ucsb Santa Barbara, CA 93106"
Rascal's Vegan Food,Vegan,2,5,93101,34.4192076,-119.6990552,"739 State St Santa Barbara, CA 93101"
Ray’s Pizza,Pizza,1,5,93436,34.661179,-120.465791,"721 W Central Ave Lompoc, CA 93436"
Dim Sama,Dim Sum,1,5,93440,34.743787,-120.279824,"380 Bell St Los Alamos, CA 93440"
Taqueria De Tapatico,Mexican,1,3,93013,34.4001499,-119.52035,"4835 Carpinteria Ave Carpinteria, CA 93013"
The V Lounge,"American (New), Lounges, Cocktail Bars",1,4,93463,34.5960681,-120.1463263,"1455 Mission Dr Solvang, CA 93463"
The Mission Club & Bar,"Bars, American (Traditional)",1,5,93436,34.71199,-120.456518,"4300 Club House Rd Lompoc, CA 93436"
Tinker's Summerland Catering Co,Caterers,1,5,93067,34.42152,-119.60116,"2275C Ortega Hill Rd Summerland, CA 93067"
Mariscos Sinaloenses Angostura,Seafood,1,5,93436,34.653511,-120.448554,"1000 N A St Lompoc, CA 93436"
Soup'herb By Lucas Bird,"Soup, Pop-Up Restaurants",1,5,93101,34.41804,-119.698351,"17 W Ortega St Santa Barbara, CA 93101"
Murazushi At Village Market,"Japanese, Sushi Bars, Poke",1,5,93436,34.70049884,-120.4679599,"3734 Constellation Rd Village Market Lompoc, CA 93436"
